Negative,Positive,WC
0.999947,0.000053,14
0.003710,0.996290,7
0.824934,0.175066,8
1.000000,0.000000,21
0.923691,0.076309,17
1.000000,0.000000,13
0.067906,0.932094,17
1.000000,0.000000,11
0.999687,0.000313,7
0.971762,0.028238,11
0.000000,1.000000,28
1.000000,0.000000,17
0.000141,0.999859,10
0.999068,0.000932,13
0.997428,0.002572,12
0.000030,0.999970,11
0.986202,0.013798,21
0.999998,0.000002,9
0.985557,0.014443,12
1.000000,0.000000,8
0.999995,0.000005,8
0.000000,1.000000,21
0.885345,0.114655,11
0.000000,1.000000,18
0.002611,0.997389,26
1.000000,0.000000,10
0.813405,0.186596,8
1.000000,0.000000,11
1.000000,0.000000,10
0.001891,0.998109,6
0.002859,0.997141,11
0.630834,0.369166,1
0.999933,0.000067,21
0.006067,0.993933,20
1.000000,0.000000,7
0.162460,0.837540,7
0.000123,0.999877,11
0.014040,0.985960,14
0.000044,0.999956,13
0.999984,0.000016,10
0.999614,0.000386,26
0.999939,0.000061,4
0.999992,0.000008,13
0.494608,0.505392,20
1.000000,0.000000,5
1.000000,0.000000,13
1.000000,0.000000,10
0.940678,0.059322,17
1.000000,0.000000,12
0.999569,0.000431,15
0.999988,0.000012,16
0.979059,0.020941,9
0.000000,1.000000,17
0.900440,0.099560,19
0.999995,0.000005,21
1.000000,0.000000,15
0.999671,0.000329,22
0.999982,0.000018,10
0.000012,0.999988,24
0.013222,0.986778,11
0.001143,0.998857,7
0.000001,0.999999,19
0.200412,0.799588,25
0.951263,0.048737,7
0.000026,0.999974,5
1.000000,0.000000,20
0.999955,0.000045,22
1.000000,0.000000,7
0.999990,0.000010,10
0.000673,0.999327,13
0.004042,0.995958,6
0.000051,0.999949,9
1.000000,0.000000,15
0.078293,0.921707,15
0.173640,0.826360,23
0.074103,0.925897,16
0.956869,0.043131,16
0.997026,0.002974,13
1.000000,0.000000,9
0.035632,0.964368,18
1.000000,0.000000,6
0.002771,0.997229,20
1.000000,0.000000,23
0.008791,0.991209,20
0.998770,0.001230,14
0.253031,0.746969,13
0.998851,0.001149,10
0.000387,0.999613,8
0.001768,0.998232,13
0.135572,0.864428,10
0.000271,0.999729,9
1.000000,0.000000,7
0.999999,0.000001,10
0.858270,0.141730,13
1.000000,0.000000,14
0.998110,0.001890,23
0.999311,0.000689,25
0.005362,0.994638,20
0.469962,0.530038,9
0.999999,0.000001,8
1.000000,0.000000,14
1.000000,0.000000,5
0.586169,0.413831,17
0.059613,0.940387,19
1.000000,0.000000,9
0.999998,0.000002,22
0.992259,0.007741,21
1.000000,0.000000,16
0.999815,0.000185,22
1.000000,0.000000,13
0.922054,0.077946,18
0.000263,0.999737,11
0.186843,0.813157,10
0.000573,0.999426,6
0.000001,0.999999,13
0.431977,0.568023,19
0.000000,1.000000,17
0.003249,0.996751,21
0.999819,0.000181,6
1.000000,0.000000,9
1.000000,0.000000,9
1.000000,0.000000,6
1.000000,0.000000,7
1.000000,0.000000,17
0.000545,0.999455,11
1.000000,0.000000,16
1.000000,0.000000,12
1.000000,0.000000,32
0.003494,0.996507,11
0.190333,0.809667,15
0.000000,1.000000,16
0.995764,0.004236,22
0.999665,0.000335,7
1.000000,0.000000,11
0.889966,0.110034,22
0.999800,0.000200,14
0.999972,0.000028,25
0.000065,0.999935,13
0.547935,0.452065,21
0.000000,1.000000,8
0.681023,0.318977,7
0.007904,0.992096,4
0.000000,1.000000,9
0.450800,0.549200,4
0.000000,1.000000,17
1.000000,0.000000,25
0.999977,0.000024,19
0.000654,0.999346,4
1.000000,0.000000,12
0.826437,0.173563,9
0.000000,1.000000,14
0.016355,0.983645,27
0.999272,0.000728,13
0.001621,0.998379,22
0.000001,0.999999,28
1.000000,0.000000,10
0.997750,0.002250,9
1.000000,0.000000,11
0.000000,1.000000,28
0.981594,0.018406,6
1.000000,0.000000,20
1.000000,0.000000,23
0.998829,0.001171,7
0.987684,0.012316,8
0.289339,0.710661,11
0.966061,0.033939,16
0.877160,0.122840,3
0.000000,1.000000,19
0.000002,0.999998,20
0.000000,1.000000,7
0.957591,0.042409,21
1.000000,0.000000,14
0.999989,0.000011,30
0.000000,1.000000,14
1.000000,0.000000,17
0.999850,0.000150,14
1.000000,0.000001,10
0.000035,0.999965,7
0.298907,0.701093,5
0.999722,0.000278,25
0.000030,0.999970,25
0.000005,0.999995,29
0.993749,0.006251,17
0.047407,0.952593,26
0.999913,0.000088,22
0.000000,1.000000,13
0.016241,0.983759,5
1.000000,0.000000,9
0.005076,0.994924,3
0.040823,0.959177,3
0.699572,0.300428,17
0.018357,0.981643,10
1.000000,0.000000,15
1.000000,0.000000,18
0.999965,0.000035,19
0.000000,1.000000,12
1.000000,0.000000,18
0.000000,1.000000,18
1.000000,0.000000,8
0.147422,0.852578,17
0.989796,0.010204,19
1.000000,0.000000,18
1.000000,0.000000,20
0.000808,0.999192,22
1.000000,0.000000,20
0.992195,0.007805,12
0.984111,0.015889,15
0.850919,0.149081,26
0.000001,1.000000,19
0.999769,0.000231,17
0.999964,0.000036,18
1.000000,0.000000,11
0.006415,0.993585,11
0.000181,0.999819,13
1.000000,0.000000,13
1.000000,0.000000,26
0.000575,0.999425,19
0.999784,0.000216,9
1.000000,0.000000,15
0.000003,0.999997,24
1.000000,0.000000,23
0.999438,0.000562,12
0.999964,0.000036,23
0.999998,0.000002,21
0.000000,1.000000,13
0.999362,0.000638,5
0.999578,0.000422,8
0.037835,0.962165,14
0.976325,0.023675,9
0.000000,1.000000,14
0.020196,0.979804,17
1.000000,0.000000,21
0.999999,0.000001,20
0.998267,0.001733,17
1.000000,0.000000,17
0.014199,0.985801,12
0.956702,0.043298,11
0.007904,0.992096,4
1.000000,0.000000,11
1.000000,0.000000,14
0.000011,0.999989,7
0.438754,0.561247,16
0.008920,0.991080,8
0.998604,0.001396,8
1.000000,0.000000,7
0.998295,0.001705,22
0.170729,0.829271,3
0.002549,0.997451,7
1.000000,0.000000,11
0.000641,0.999359,14
1.000000,0.000000,8
0.000813,0.999187,7
0.000000,1.000000,12
0.001516,0.998484,17
0.552018,0.447982,12
0.000022,0.999978,20
0.000074,0.999926,12
1.000000,0.000000,7
0.308852,0.691148,9
0.999996,0.000004,10
0.990111,0.009889,9
0.000000,1.000000,17
0.004701,0.995299,24
1.000000,0.000000,13
0.017939,0.982061,6
0.285500,0.714500,3
0.002365,0.997635,9
0.999455,0.000545,13
1.000000,0.000000,9
1.000000,0.000000,16
0.000000,1.000000,24
0.000069,0.999931,25
0.000000,1.000000,20
0.999999,0.000001,17
0.012890,0.987110,4
1.000000,0.000000,10
0.455704,0.544296,8
0.007914,0.992086,15
0.113593,0.886407,11
0.989098,0.010902,20
0.327675,0.672325,24
0.000010,0.999990,19
1.000000,0.000000,20
0.054422,0.945578,10
1.000000,0.000000,14
1.000000,0.000000,12
0.598061,0.401939,14
0.975246,0.024754,15
0.937249,0.062751,9
0.894315,0.105685,20
0.000021,0.999979,12
0.927026,0.072974,16
0.000000,1.000000,19
1.000000,0.000000,9
0.009287,0.990713,18
1.000000,0.000000,21
1.000000,0.000000,19
1.000000,0.000000,11
0.096702,0.903298,11
0.967048,0.032952,19
0.983810,0.016190,9
1.000000,0.000000,11
0.966629,0.033371,11
1.000000,0.000000,15
0.999975,0.000024,6
1.000000,0.000000,11
0.000142,0.999858,18
0.000360,0.999640,7
1.000000,0.000000,20
0.997615,0.002385,4
0.999761,0.000239,12
0.069087,0.930913,11
0.999998,0.000002,8
0.999994,0.000006,8
0.933492,0.066508,12
0.983681,0.016319,10
0.000302,0.999698,6
1.000000,0.000000,15
1.000000,0.000000,7
0.326458,0.673542,2
0.000103,0.999897,25
1.000000,0.000000,13
0.999981,0.000019,14
0.934250,0.065750,19
0.923057,0.076943,22
0.745568,0.254432,26
0.992807,0.007193,12
0.000034,0.999967,6
0.999997,0.000003,13
0.000000,1.000000,18
